T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX
71954,314,543,15,-308280,-390600,-12670,1
71974,323,567,4,-339570,-416570,-17500,1
71994,353,627,-5,-366660,-437290,-22470,1
72014,391,703,-9,-385980,-457170,-24430,1
72034,442,807,-13,-395640,-478310,-15400,1
72054,516,940,-19,-392210,-504490,8470,1
72074,594,1082,-20,-377720,-531230,44310,1
72094,671,1197,-24,-350210,-561050,80010,1
72114,721,1263,-44,-309050,-593390,93520,1
72134,692,1195,-43,-274890,-603540,99960,1
72154,615,1031,-29,-251370,-587230,127120,1
72174,578,900,-26,-217980,-570780,144760,1
72194,618,916,-29,-171640,-560140,106890,1
72214,713,1092,-22,-123900,-546140,10640,1
72234,881,1395,-39,-77700,-534380,-84350,1
72254,1046,1660,-76,-35000,-522970,-131180,1
72274,1072,1678,-75,-11830,-480550,-132510,1
72294,931,1387,-44,-6020,-400890,-92260,1
72314,825,1134,-49,17990,-332430,-48090,1
72334,770,1043,-40,44590,-270620,-71890,1
72354,745,1055,-16,48650,-189420,-142100,1
72374,745,1088,0,63350,-122710,-185920,1
72394,780,1114,-26,108920,-93590,-171500,1
72414,797,1123,-40,157290,-68810,-131950,1
72434,750,1068,-35,176190,-6860,-103530,1
72454,660,926,-22,185080,66360,-77980,1
72474,577,792,-22,198730,130200,-44520,1
72494,495,685,-14,220500,177170,-28910,1
72514,440,631,-4,244930,215950,-25340,1
72534,413,598,-14,276430,237580,-10360,1
72554,390,558,-27,302890,253540,27300,1
72574,355,499,-31,306530,289590,68110,1
72594,318,453,-20,296170,340550,82320,1
72614,306,451,-14,294210,378910,60200,1
72634,322,483,-15,307720,391650,21490,1
72654,346,520,-25,322070,393540,-8960,1
72674,371,558,-23,324170,404110,-29890,1
72694,415,635,-24,320530,422660,-56700,1
72714,475,742,-24,324450,435260,-95130,1
72734,542,881,-19,330680,443660,-140630,1
72754,617,1042,-5,335650,449330,-180460,1
72774,710,1204,-8,351960,443100,-197190,1
72794,770,1306,-10,383670,418110,-184100,1
72814,779,1308,0,402220,399350,-151550,1
72834,734,1233,37,402080,391930,-110740,1
72854,742,1238,35,410690,366380,-86590,1
72874,800,1318,20,445620,299670,-90370,1
72894,859,1398,25,461370,246470,-77840,1
72914,924,1513,39,438480,232400,-42070,1
72934,970,1589,42,411880,220220,-15470,1
72954,959,1573,56,398230,191870,9310,1
72974,902,1456,67,376110,163590,49980,1
72994,836,1310,72,344750,134890,102060,1
73014,787,1209,73,312620,102620,136430,1
73034,748,1152,90,271740,73500,133140,1
73054,719,1111,100,222110,46620,117250,1
73074,707,1071,85,183750,1050,114940,1
73094,685,1016,76,155960,-58520,123340,1
73114,643,957,80,114380,-100730,124740,1
73134,580,883,90,57610,-126280,112490,1
73154,523,784,84,6650,-159880,99260,1
73174,473,704,71,-30730,-208810,91350,1
73194,433,647,58,-66150,-259490,78820,1
73214,394,605,49,-109900,-298270,57960,1
73234,363,572,40,-160370,-325430,36190,1
73254,340,547,19,-208600,-350630,20370,1
73274,320,531,7,-255010,-371490,10220,1
73294,306,525,2,-305200,-381150,3430,1
73314,299,535,5,-355880,-383530,-1330,1
73334,317,576,-1,-393890,-393400,-4620,1
73354,363,660,-10,-411250,-419790,-7000,1
73374,433,798,-11,-413840,-452830,-5390,1
73394,503,940,-6,-410410,-482370,6230,1
73414,616,1131,-21,-395710,-517020,31710,1
73434,751,1344,-53,-355810,-569310,60340,1
73454,788,1387,-53,-304710,-616770,83090,1
73474,732,1230,-44,-276780,-622090,115080,1
73494,688,1095,-41,-257250,-603470,149590,1
73514,664,1049,-20,-224210,-584920,142450,1
73534,663,1037,-14,-189980,-558740,88620,1
73554,738,1124,-37,-143920,-545020,29330,1
73574,883,1346,-62,-82950,-549710,-20020,1
73594,1016,1600,-49,-21070,-480410,-123060,1
73614,1052,1628,-61,-3290,-421540,-123690,1
73634,964,1418,-56,28770,-369530,-98910,1
73654,843,1199,-33,40250,-288890,-96110,1
73674,776,1086,-10,54740,-213220,-108920,1
73694,791,1107,-26,90580,-168630,-133280,1
73714,822,1171,-35,126770,-126140,-160790,1
73734,820,1196,-25,142450,-58450,-166950,1
73754,778,1131,-20,164780,4060,-129780,1
73774,718,1018,-25,196140,53270,-75740,1
73794,641,890,-31,219170,106260,-40180,1
73814,545,764,-10,230790,168280,-21980,1
73834,472,666,-13,255150,208180,-9030,1
73854,428,599,-18,286930,229740,8120,1
73874,394,555,-28,305830,257530,25830,1
73894,359,514,-28,311290,295890,38990,1
73914,330,487,-28,308980,338800,48720,1
73934,302,459,-20,306460,374570,55510,1
73954,290,436,-19,304990,399280,56140,1
73974,282,425,-10,306810,411110,41160,1
73994,302,448,-7,313460,411740,5740,1
74014,337,498,-15,327600,401030,-42770,1
74034,381,575,-20,335160,399630,-96460,1
74054,458,717,-13,336630,406910,-151620,1
74074,563,925,-8,340900,413210,-203420,1
74094,720,1225,-21,358960,405160,-242690,1
74114,844,1453,-27,376950,395500,-245420,1
74134,828,1431,6,373800,405230,-186970,1
74154,725,1227,42,371280,402710,-95760,1
74174,665,1076,41,396970,352730,-35210,1
74194,667,1064,36,431410,282380,-35630,1
74214,748,1205,33,444430,228900,-72310,1
74234,871,1414,24,435750,192360,-96670,1
74254,985,1605,23,410690,173250,-78120,1
74274,1010,1667,50,371560,171850,-26880,1
74294,925,1507,76,335930,163800,40530,1
74314,841,1317,80,320320,125370,106820,1
74334,800,1216,63,312970,69580,128310,1
74354,769,1172,63,287490,27720,102970,1
74374,740,1140,87,230930,16380,84560,1
74394,737,1129,95,169960,3990,87220,1
74414,740,1128,89,135030,-42910,90370,1
74434,721,1094,79,112770,-104650,88830,1
74454,668,1001,67,78260,-152320,84700,1
74474,590,876,71,29820,-182210,80990,1
74494,520,774,71,-23940,-203980,75740,1
74514,459,686,68,-69790,-234850,67340,1
74534,420,627,54,-109340,-272860,54740,1
74554,390,591,39,-147000,-310800,36890,1
74574,368,568,25,-190400,-337120,12600,1
74594,345,556,22,-241640,-348320,-11130,1
74614,321,546,16,-294350,-352030,-24640,1
74634,304,543,13,-337330,-363020,-20930,1
74654,301,549,1,-365120,-386330,-3430,1
74674,321,580,-12,-378560,-417760,17920,1
74694,362,642,-17,-384020,-446390,34440,1
74714,419,739,-16,-384230,-467810,42560,1
74734,504,894,-10,-376110,-486780,45710,1
74754,600,1056,-12,-353990,-512330,51450,1
74774,709,1227,-25,-316400,-547820,61390,1
74794,782,1320,-48,-269710,-583940,69440,1
74814,778,1283,-50,-225960,-600950,73920,1
74834,593,1253,135,-197610,-585830,78540,1
74854,1299,-1108,-459,-170240,-561330,96530,1
74874,1997,1997,-1840,507360,-799260,331310,1
74894,-120,1466,375,1325170,-232190,121870,1
74914,399,1540,150,85750,1319850,-324660,1
74934,632,1446,-48,245070,975520,-309960,1
74954,264,464,187,293720,611590,-194880,1
74974,216,284,130,204190,556500,141610,1
74994,447,535,-217,405090,256200,14000,1
75014,298,448,308,590660,-31360,-335370,1
75034,739,1478,-100,382760,115710,-553490,1
75054,428,455,195,119280,311990,-349160,1
75074,903,1399,-185,-50470,455700,157920,1
75094,567,1090,96,122920,338660,99470,1
75114,622,1096,-149,-11620,486080,159950,1
75134,-694,1540,-315,-42770,440720,252280,1
75154,1252,659,-415,88200,516180,34930,1
75174,517,803,167,87710,391300,-125580,1
75194,109,935,20,103600,-4200,-20930,1
75214,384,953,-222,88830,-125860,65940,1
75234,552,882,-32,-19530,-266490,17430,1
75254,582,821,32,-9100,-257320,-12320,1
75274,340,892,-168,-25200,-177660,-19950,1
75294,465,852,-184,-1190,-20860,13720,1
75314,406,893,-154,-30590,16730,-280,1
75334,444,878,-96,-4900,-14280,-420,1
75354,476,858,-89,3290,-26600,3850,1
75374,452,886,-91,6300,-5180,-2100,1
75394,453,909,-102,6090,14770,-1470,1
75414,449,901,-122,8610,25340,-210,1
75434,484,904,-142,12460,35280,-8400,1
75454,446,915,-111,14980,38150,-15750,1
75474,418,903,-109,20090,50750,-23800,1
75494,398,902,-111,18200,61390,-26530,1
75514,416,890,-107,11550,49700,-16870,1
75534,400,929,-117,6790,28000,-5530,1
75554,403,903,-118,1960,10080,-3010,1
75574,393,901,-109,4760,0,-8680,1
75594,409,910,-63,7840,2380,-10920,1
75614,381,896,-70,8750,11550,-10570,1
75634,410,895,-75,18270,26670,-13020,1
75654,353,923,-117,24850,41230,-22680,1
75674,429,904,-115,18760,36820,-21350,1
75694,362,932,-100,15750,18830,-16660,1
75714,371,924,-116,14420,12530,-11550,1
75734,383,916,-103,7910,9800,-6860,1
75754,385,920,-74,7420,10500,-4270,1
75774,378,927,-79,9450,15610,-4410,1
75794,435,912,-96,8890,18130,-5040,1
75814,370,933,-88,5320,23870,-10220,1
75834,384,937,-85,7000,17080,-8190,1
75854,371,936,-85,4830,14210,-6720,1
75874,368,933,-82,70,15470,-4620,1
75894,363,936,-77,-1190,9940,-1120,1
75914,375,927,-88,-1400,7490,560,1
75934,371,925,-74,-1680,3500,910,1
75954,365,918,-76,-1470,2660,420,1
75974,360,925,-66,-1050,-1400,2240,1
75994,388,932,-56,-490,0,3150,1
76014,368,928,-85,1330,12810,-700,1
76034,358,930,-59,70,17990,-980,1
76054,343,915,-78,-1400,14770,910,1
76074,338,932,-55,-5250,14560,840,1
76094,341,939,-41,-7490,14280,3500,1
76114,347,935,-46,-11760,17150,7070,1
76134,356,932,-48,-14070,23520,7070,1
76154,398,940,-33,-15960,30660,7070,1
76174,411,921,-9,-22750,39620,13090,1
76194,344,801,-23,-28070,31710,51800,1
76214,393,927,-11,-17500,25900,45990,1
92074,526,750,41,-112350,32270,-6440,1
92094,522,793,64,-122920,46970,-56770,1
92114,531,835,81,-108150,26670,-48160,1
92134,600,920,50,-62930,-28770,-2100,1
92154,678,993,-1,-22820,-71890,45220,1
92174,650,940,-8,-50890,-32830,72380,1
92194,542,787,36,-128730,62510,69720,1
92214,454,669,79,-163940,108010,45080,1
92234,448,658,74,-123900,66430,12880,1
92254,495,720,45,-60970,-3220,-4830,1
92274,555,798,22,-32550,-32130,6580,1
92294,601,863,16,-47670,-7350,28490,1
92314,615,889,29,-83790,44870,35840,1
92334,602,895,57,-108780,86590,22260,1
92354,589,897,68,-97160,90090,-770,1
92374,592,899,57,-49840,55300,-5390,1
92394,606,893,29,-1330,17220,18690,1
92414,595,848,15,9520,19950,52150,1
92434,559,787,31,-17500,67270,65450,1
92454,524,756,65,-40740,113190,41790,1
92474,522,782,77,-21910,112350,-1960,1
92494,564,850,60,35070,66500,-30940,1
92514,615,915,40,91350,19040,-27790,1
92534,639,943,25,113400,10990,-4480,1
92554,657,923,-25,96530,49140,21980,1
92574,490,796,146,42840,136640,30590,1
92594,534,844,95,58310,136570,11550,1
92614,566,841,57,181440,3850,11690,1
92634,664,933,-17,267610,-73150,40670,1
92654,630,927,34,258930,-46620,31780,1
92674,688,1089,55,171990,66920,-2870,1
92694,664,1110,127,143570,108640,-19040,1
92714,762,1216,47,191100,74900,26320,1
92734,759,1149,26,300370,-32270,89530,1
92754,798,1153,-26,301140,-21490,122010,1
92774,694,1127,89,230580,69790,69440,1
92794,756,1311,83,185500,137970,2940,1
92814,793,1287,35,254520,69650,29680,1
92834,773,1180,15,293720,23310,154840,1
92854,684,1064,64,245070,68950,203490,1
92874,654,1048,70,199710,116900,152180,1
92894,639,1014,48,222950,89390,103250,1
92914,629,966,43,227010,68040,118370,1
92934,574,896,81,184240,83860,151200,1
92954,544,818,81,143850,90860,151550,1
92974,541,809,68,130830,59080,123620,1
92994,534,820,77,120190,28700,89950,1
93014,519,786,79,95970,15680,80570,1
93034,483,698,83,73850,-7350,95130,1
93054,481,678,54,55090,-38220,90160,1
93074,447,661,71,22330,-59850,49420,1
93094,402,607,96,-36610,-50260,22260,1
93114,382,581,91,-78820,-62790,24850,1
93134,385,550,58,-87500,-120470,20510,1
93154,404,548,33,-89530,-179130,10080,1
93174,422,591,35,-119910,-193970,-24150,1
93194,453,665,42,-177730,-170940,-84770,1
93214,500,770,48,-228970,-151690,-138180,1
93234,590,940,40,-258860,-154700,-167230,1
93254,747,1209,13,-272440,-172340,-167020,1
93274,893,1456,-16,-279860,-187600,-143150,1
93294,967,1608,-26,-288050,-183960,-115570,1
93314,858,1453,-18,-294140,-163240,-88480,1
93334,728,1175,-26,-298480,-134960,-31290,1
93354,663,1013,-38,-291270,-118860,56700,1
93374,670,973,-50,-277900,-109620,110740,1
93394,746,1100,-34,-279720,-77910,100590,1
93414,887,1384,-44,-282870,-26810,45290,1
93434,1015,1662,-49,-257740,5530,-6300,1
93454,1041,1756,-22,-238630,43610,8190,1
93474,972,1589,-24,-226030,77700,80640,1
93494,885,1350,-71,-174370,64610,149030,1
93514,795,1170,-60,-125510,54110,175840,1
93534,680,1079,26,-155890,123760,149940,1
93554,671,1064,40,-196350,200200,91210,1
93574,728,1114,-11,-153930,185570,67410,1
93594,716,1078,-13,-76580,121310,85750,1
93614,672,996,2,-62300,119770,114100,1
93634,623,947,20,-77700,157640,102900,1
93654,560,860,32,-84070,179410,58450,1
93674,535,795,2,-78750,174510,42420,1
93694,441,643,16,-53130,157500,99190,1
93714,344,452,70,-41510,162610,128520,1
93734,327,398,45,-5670,115780,96460,1
93754,311,393,48,15330,79660,36400,1
93774,286,372,67,11900,74340,7980,1
93794,274,367,71,17080,51520,3220,1
93814,283,367,57,32830,16730,16240,1
93834,287,352,66,47530,-10150,35560,1
93854,312,370,67,59290,-31570,21980,1
93874,365,478,68,81970,-63420,-34790,1
93894,441,638,81,113610,-99470,-85050,1
93914,585,860,53,154840,-147070,-90370,1
93934,824,1273,16,189000,-187740,-99260,1
93954,996,1620,1,183540,-178850,-112420,1
93974,1029,1672,-16,165130,-145250,-73010,1
93994,794,1233,56,128940,-84070,39340,1
94014,649,934,70,122920,-47740,107240,1
94034,659,940,12,212660,-105420,42630,1
94054,734,1091,-4,276010,-134330,-40880,1
94074,804,1309,63,250040,-80640,-65170,1
94094,1006,1568,11,245140,-44310,-25970,1
94114,1141,1780,-74,294140,-56490,5180,1
94134,986,1594,-13,299950,-14420,-20650,1
94154,859,1439,29,254520,78330,-11900,1
94174,769,1236,32,274400,86660,67200,1
94194,813,1137,-40,347200,40880,172200,1
94214,833,1222,-36,353290,57540,134050,1
94234,797,1403,77,242690,168490,2100,1
94254,783,1367,93,199920,202090,-12740,1
94274,787,1225,-2,270690,99190,111790,1
94294,688,1031,-13,298060,39760,205590,1
94314,544,816,61,200200,125440,224350,1
94334,487,727,78,124250,171710,180460,1
94354,444,643,79,113260,127540,127820,1
94374,413,584,81,98000,81900,95340,1
94394,398,575,88,75950,38640,68740,1
94414,397,573,77,51730,-4970,45010,1
94434,408,563,57,31220,-52780,46900,1
94454,409,533,41,-1190,-78890,59360,1
94474,388,508,54,-61180,-69510,48510,1
94494,374,505,72,-132650,-47600,2940,1
94514,380,550,87,-172830,-59640,-53620,1
94534,417,618,63,-175000,-114450,-101080,1
94554,481,717,30,-168700,-180810,-131110,1
94574,550,827,10,-188650,-211120,-141120,1
94594,592,907,23,-238770,-194040,-124530,1
94614,664,1028,14,-278390,-173950,-92680,1
94634,765,1190,-7,-284340,-181930,-72450,1
94654,801,1257,-5,-293300,-181440,-61600,1
94674,792,1253,-5,-309820,-165620,-53550,1
94694,767,1217,-21,-307230,-160440,-49140,1
94714,745,1181,-25,-297850,-152670,-24500,1
94734,753,1151,-21,-301350,-125930,37100,1
94754,824,1226,-36,-296310,-104860,89950,1
94774,887,1350,-39,-275100,-92820,69930,1
94794,880,1401,-8,-267890,-58240,21630,1
94814,864,1373,-13,-255220,-27790,19530,1
94834,881,1360,-44,-207060,-35770,70140,1
94854,825,1260,-41,-169260,-28420,126140,1
94874,710,1063,-11,-173950,26320,155960,1
94894,620,890,1,-180320,76090,161350,1
94914,594,836,4,-155820,83860,137130,1
94934,650,936,2,-118930,77070,94430,1
94954,737,1103,-2,-84350,76720,60620,1
94974,757,1149,-2,-60410,88620,54320,1
94994,691,1006,4,-53970,114170,85400,1
95014,616,882,7,-47250,136220,109900,1
95034,552,800,14,-28980,146580,83720,1
95054,499,725,27,-13860,157430,64680,1
95074,445,634,35,-2590,164080,79660,1
95094,417,547,35,13160,158480,101220,1
95114,411,535,36,35210,143640,93590,1
95134,427,572,33,60060,127890,52150,1
95154,444,614,41,81690,118440,10150,1
95174,469,658,49,94920,116270,-8820,1
95194,494,699,53,105280,111160,-8750,1
95214,537,762,40,121030,96530,-1190,1
95234,576,829,32,142800,76020,2450,1
95254,572,843,45,152670,71890,6090,1
95274,544,800,64,145040,87150,25480,1
95294,523,750,64,144760,89670,50610,1
95314,550,785,50,167790,63420,56700,1
95334,611,890,50,196490,31360,38290,1
95354,701,1061,46,209440,18270,16100,1
95374,792,1232,35,216930,12110,6510,1
95394,824,1289,44,223440,7910,20300,1
95414,820,1280,61,212660,21980,63420,1
95434,841,1310,44,204960,34370,101990,1
95454,875,1363,24,229950,14280,108570,1
95474,853,1343,45,250460,-1190,102830,1
95494,851,1346,57,231140,23030,116620,1
95514,882,1394,39,217910,37380,130550,1
95534,889,1415,37,231140,20300,145740,1
95554,853,1351,46,214060,33110,163590,1
95574,811,1268,38,203350,35770,170030,1
95594,749,1173,51,185080,42840,169890,1
95614,700,1096,66,161000,48020,172690,1
95634,674,1033,62,152460,29400,178500,1
95654,661,983,47,145320,7000,174300,1
95674,624,925,53,116970,5040,151130,1
95694,569,855,70,77840,9590,124880,1
95714,517,777,76,52990,-8330,115780,1
95734,474,692,71,36260,-40950,122430,1
95754,432,615,67,12810,-69790,126770,1
95774,392,539,68,-19180,-90020,116130,1
95794,361,491,67,-53410,-108360,89880,1
95814,343,459,59,-86730,-129500,54740,1
95834,330,446,54,-122990,-147700,16520,1
95854,326,450,53,-163870,-161700,-21350,1
95874,336,483,53,-203490,-176820,-55160,1
95894,370,542,41,-233800,-199500,-82250,1
95914,434,637,24,-258370,-222740,-103040,1
95934,523,779,10,-287560,-230160,-121100,1
95954,629,986,15,-320810,-220290,-135380,1
95974,748,1246,17,-339080,-214200,-133000,1
95994,864,1464,-20,-325010,-233450,-92610,1
96014,851,1397,-54,-301980,-253330,-8330,1
96034,751,1178,-60,-309330,-227640,86450,1
96054,675,1028,-44,-331380,-173180,132790,1
96074,656,1007,-33,-342720,-126350,126210,1
96094,720,1119,-20,-333130,-101850,112700,1
96114,874,1364,-26,-295540,-102410,110810,1
96134,1052,1702,-56,-239050,-112560,99750,1
96154,1132,1869,-97,-186550,-106400,103320,1
96174,1011,1650,-95,-165340,-61530,167370,1
96194,835,1319,-53,-177940,16870,247030,1
96214,732,1124,-18,-178080,72450,264460,1
96234,720,1067,-15,-145880,82460,230510,1
96254,774,1143,-32,-95270,71750,185080,1
96274,819,1239,-38,-60690,81690,141120,1
96294,803,1251,-28,-54740,122220,121100,1
96314,730,1120,-19,-52220,162610,142030,1
96334,641,956,-9,-41440,186690,174720,1
96354,561,812,2,-25830,199010,174580,1
96374,492,696,6,-6860,203280,152390,1
96394,435,601,12,8750,206430,132930,1
96414,390,517,21,18270,211190,119630,1
96434,357,465,30,27580,213290,99960,1
96454,336,440,38,44730,206150,69930,1
96474,325,430,45,69160,190470,42560,1
96494,318,419,50,96110,168490,28490,1
96514,319,418,52,121520,143570,24150,1
96534,336,431,51,144900,117250,19040,1
96554,369,478,47,166600,92050,5600,1
96574,418,565,48,184030,72520,-16240,1
96594,493,694,56,196210,59920,-38360,1
96614,597,884,59,209510,45780,-52640,1
96634,748,1155,42,233240,19670,-58940,1
96654,906,1428,5,261240,-9870,-53130,1
96674,937,1487,16,265650,-9450,-18830,1
96694,819,1298,55,237510,31500,43190,1
96714,730,1132,62,221550,59360,92470,1
96734,701,1072,52,246050,39200,110530,1
96754,767,1168,48,271320,11270,115500,1
96774,919,1433,30,279090,-560,108150,1
96794,1079,1751,-5,284270,-8120,81620,1
96814,1094,1815,3,279370,-910,67200,1
96834,958,1582,23,253820,30030,106680,1
96854,832,1328,34,236810,52570,178360,1
96874,797,1226,28,241430,49420,230720,1
96894,805,1238,36,236740,46550,230160,1
96914,835,1316,33,216090,53270,183610,1
96934,822,1323,37,199080,49770,129010,1
96954,755,1215,46,177030,46480,124040,1
96974,682,1063,46,147210,47180,175140,1
96994,598,893,56,125440,35840,226310,1
97014,529,756,66,100310,24850,237090,1
97034,471,668,71,72730,9520,204330,1
97054,430,608,73,48230,-15470,154000,1
97074,399,566,74,24780,-45430,116410,1
97094,370,526,74,-2590,-74900,98350,1
97114,351,492,70,-36470,-102130,91840,1
97134,335,462,62,-71820,-131180,86100,1
97154,330,444,58,-106120,-159810,70630,1
97174,331,451,43,-141190,-184520,40390,1
97194,336,478,39,-178500,-204120,-4550,1
97214,348,521,35,-220640,-213920,-55230,1
97234,374,576,32,-261800,-222180,-94990,1
97254,419,657,22,-294770,-236880,-112980,1
97274,490,773,7,-318500,-256620,-110320,1
97294,596,942,-9,-336770,-273980,-93730,1
97314,729,1177,-21,-351680,-280700,-72660,1
97334,847,1413,-25,-362250,-273840,-52360,1
97354,899,1511,-38,-353290,-253190,31290,1
97374,837,1363,-66,-327530,-248150,103460,1
97394,758,1207,-60,-315210,-215040,163100,1
97414,731,1156,-44,-308980,-172200,190400,1
97434,803,1265,-42,-285250,-147000,194460,1
97454,936,1483,-41,-248430,-130550,189770,1
97474,1076,1736,-52,-200830,-117460,177100,1
97494,1145,1878,-92,-134680,-115920,167580,1
97514,1025,1689,-92,-106330,-70140,216860,1
97534,864,1383,-53,-118510,15190,303380,1
97554,795,1210,-30,-108360,63630,317590,1
97574,787,1182,-28,-66920,72380,258090,1
97594,815,1231,-37,-19950,76230,198660,1
97614,827,1264,-48,5110,102130,170940,1
97634,795,1234,-47,8960,146720,175000,1
97654,706,1097,-32,280,199290,202020,1
97674,603,910,0,-4830,238630,222880,1
97694,528,759,6,15610,241360,210840,1
97714,475,655,-1,50050,224630,176050,1
97734,426,579,-4,68530,223860,140910,1
97754,376,506,3,66710,244020,117460,1
97774,331,442,21,61040,265860,102130,1
97794,301,402,39,68810,267750,85890,1
97814,287,379,48,93870,245000,66360,1
97834,283,368,48,127470,209370,47040,1
97854,286,369,49,161350,171150,31640,1
97874,295,382,49,190330,137130,19320,1
97894,323,416,48,212310,109270,5530,1
97914,368,479,48,227990,86870,-13860,1
97934,436,592,49,238140,69790,-37660,1
97954,546,787,48,245140,56280,-59220,1
97974,706,1083,54,253400,43400,-69020,1
97994,916,1485,39,268520,26250,-59360,1
98014,1096,1775,-15,295680,-1540,-18550,1
98034,1041,1642,-32,304710,-4060,53130,1
98054,792,1260,52,259560,58800,112630,1
98074,692,1106,78,227430,101430,130760,1
98094,718,1107,57,257530,63000,144620,1
98114,862,1312,32,295680,10290,161140,1
98134,1101,1748,-14,307370,-12110,137060,1
98154,1231,1997,-47,296590,-3500,92750,1
98174,1035,1751,11,250040,47180,107380,1
98194,830,1389,58,201740,97930,190470,1
98214,767,1205,39,216300,76160,271110,1
98234,770,1143,13,245910,29890,298480,1
98254,803,1194,26,220920,37240,257110,1
98274,866,1373,35,171360,63000,158200,1
98294,856,1413,40,145810,59290,87290,1
98314,759,1239,45,130410,40950,126140,1
98334,642,997,54,107380,24360,231420,1
98354,560,800,52,84420,5110,293790,1
98374,496,671,57,62440,-16240,269080,1
98394,436,597,73,27300,-27440,191660,1
98414,389,555,85,-14560,-38710,113330,1
98434,352,517,92,-47180,-69440,67690,1
98454,326,477,81,-69790,-119770,58870,1
98474,308,444,63,-89670,-177730,69580,1
98494,299,418,47,-119210,-221550,76790,1
98514,292,400,33,-161420,-245280,65520,1
98534,293,399,22,-211400,-252980,33320,1
98554,304,424,16,-261450,-251930,-14000,1
98574,319,471,18,-309610,-244790,-65870,1
98594,342,536,24,-357210,-233100,-108360,1
98614,390,644,27,-393470,-233870,-131390,1
98634,487,818,16,-406840,-259980,-131810,1
98654,669,1117,-15,-395430,-305270,-111720,1
98674,918,1571,-60,-368200,-347760,-80220,1
98694,1060,1844,-98,-345730,-359030,-34790,1
98714,932,1577,-110,-336280,-336280,60200,1
98734,734,1168,-79,-334180,-289800,188160,1
98754,646,1015,-33,-338660,-226940,258160,1
98774,702,1110,-26,-326690,-185080,241990,1
98794,907,1433,-45,-274400,-190400,202090,1
98814,1190,1940,-84,-205520,-207760,189560,1
98834,1270,1997,-106,-149730,-198310,181790,1
98854,1067,1760,-91,-104440,-163310,198240,1
98874,864,1374,-56,-77210,-103600,272510,1
98894,767,1168,-20,-68600,-30380,347130,1
98914,787,1153,-19,-56140,21070,346360,1
98934,873,1292,-42,-9520,29050,283150,1
98954,921,1418,-50,41160,33110,200060,1
98974,869,1380,-52,57680,74130,155890,1
98994,740,1166,-36,55930,134120,179130,1
99014,616,935,-11,48930,192640,246400,1
99034,521,751,5,44870,234010,281820,1
99054,466,644,4,59570,246400,262640,1
99074,423,570,-4,85890,241500,210700,1
99094,384,510,-3,105350,242480,162470,1
99114,347,469,8,108640,260820,129150,1
99134,313,426,21,105910,283780,107590,1
99154,288,389,35,108010,298200,96250,1
99174,275,371,46,121800,294210,85120,1
99194,272,360,47,180250,236600,47600,1
99214,278,362,47,213850,199500,29260,1
99234,294,384,42,242970,165620,8820,1
99254,321,422,41,262850,140770,-12530,1
99274,360,488,50,273910,124460,-32480,1
99294,435,613,54,284830,105350,-51660,1
99314,562,836,55,299530,79940,-64960,1
99334,763,1193,44,315420,53760,-63910,1
99354,1014,1655,6,328300,34720,-37310,1
99374,1146,1862,-36,324380,38010,32270,1
99394,986,1584,-4,290640,80360,108850,1
99414,780,1265,58,256760,124040,143430,1
99434,709,1132,58,268590,105770,163800,1
99454,758,1171,48,293230,63910,199570,1
99474,948,1459,20,299810,42000,202720,1
99494,1219,1985,-33,296030,35420,146860,1
99514,1302,1997,-53,271740,58030,114660,1
99534,1066,1842,1,221970,112210,178500,1
99554,882,1480,27,202230,134120,286160,1
99574,813,1286,19,212030,112840,344330,1
99594,804,1221,21,198940,104370,322210,1
99614,866,1344,28,166320,108430,229320,1
99634,916,1484,10,147630,93310,139440,1
99654,813,1348,22,120750,88410,153650,1
99674,679,1108,49,72660,98840,245840,1
99694,578,889,64,39480,82950,311010,1
99714,522,737,63,28560,38500,304220,1
99734,471,644,66,15050,-7000,238630,1
99754,428,594,71,-16940,-36470,157010,1
99774,386,559,83,-56560,-60830,101360,1
99794,349,519,87,-91000,-95620,83300,1
99814,321,474,78,-116970,-146650,88830,1
99834,297,433,61,-141960,-200410,96740,1
99854,272,393,47,-175770,-240170,91280,1
99874,255,367,36,-217910,-266420,65590,1
99894,249,362,24,-261940,-285040,21210,1
99914,252,377,11,-305550,-295960,-30870,1
99934,261,407,6,-352030,-295540,-79520,1
99954,277,454,6,-401240,-286300,-114940,1
99974,312,527,6,-444430,-281540,-132300,1
99994,383,651,4,-471800,-291830,-132090,1
100014,532,898,-8,-478450,-316610,-119630,1
100034,845,1467,-25,-459340,-350140,-105490,1
100054,1318,1997,-137,-406350,-390950,-93520,1
100074,1207,1997,-200,-321020,-437360,-21140,1
100094,803,1358,-152,-298970,-386750,200970,1
100114,578,901,-65,-343840,-255640,378350,1
100134,560,878,-11,-367780,-169820,360850,1
100154,722,1099,-4,-326900,-170030,270690,1
100174,1125,1783,-66,-229040,-226800,199920,1
100194,1533,1997,-174,-127330,-273560,113400,1
100214,1283,1997,-164,-56980,-262010,89390,1
100234,859,1425,-76,-44800,-160300,292950,1
100254,681,986,3,-70210,-27720,497630,1
100274,689,945,9,-59010,24500,442470,1
100294,824,1185,-39,20160,-8470,260540,1
100314,968,1464,-79,96250,-32130,124810,1
100334,994,1613,-69,103460,25620,101990,1
